Essay	Attribution	Description	Label	License	Manifest	Title	URL	
19c-reynoldsgwm-biography	David Mills		Dane John gardens, Canterbury				https://upload.wikimedia.org/wikipedia/commons/4/41/Dane_John_gardens_-_geograph.org.uk_-_746465.jpg	
19c-reynoldsgwm-biography			Mary Price on Dover Beach				images/Mary Price on Dover Beach.jpg	
19c-reynoldsgwm-biography	Clarkson Frederick Stanfield, Public domain, via Wikimedia Commons		Shakespeares Cliff, Dover				https://upload.wikimedia.org/wikipedia/commons/2/29/Shakespeare_Cliff%2C_Dover%2C_1849_RMG_BHC1212.tiff	
19c-reynoldsgwm-biography	digital image © Tate released under Creative Commons CC-BY-NC-ND		Joseph Mallord William Turner, ‘Dover ’, c.1825				/dickens/images/TurnerDoverD18185410.jpg	
19c-reynoldsgwm-biography	Drawn by G. Shepherd		Snargate Street Dover, 1830				https://stor.artstor.org/stor/1f7f1801-76e2-4b52-8fa1-996e0d735573	
19c-storr-biography	Nigel Chadwick, CC BY-SA 2.0, via Wikimedia Commons		Lych gate, All Saints, Brenchley, Kent				https://upload.wikimedia.org/wikipedia/commons/4/4b/Lych_gate%2C_All_Saints%2C_Brenchley._-_geograph.org.uk_-_768719.jpg	
19c-storr-biography	John Salmon		All Saints, Brenchley, Kent				https://upload.wikimedia.org/wikipedia/commons/5/58/All_Saints%2C_Brenchley%2C_Kent_-_geograph.org.uk_-_323900.jpg	
19c-storr-biography	Simon Burchell, CC BY-SA 4.0, via Wikimedia Commons		Aylesford, Kent				https://upload.wikimedia.org/wikipedia/commons/d/d3/Aylesford%2C_Kent_11.jpg	
19c-storr-biography	Nigel Chadwick, CC BY-SA 2.0, via Wikimedia Commons		The Old Vicarage, Brenchley				https://upload.wikimedia.org/wikipedia/commons/7/7d/The_Old_Vicarage%2C_Brenchley_-_geograph.org.uk_-_1467749.jpg	
19c-storr-biography	by N Chadwick, CC BY-SA 2.0, via Wikimedia Commons		Centre of Brenchley				https://upload.wikimedia.org/wikipedia/commons/6/6a/Centre_of_Brenchley_-_geograph.org.uk_-_2515080.jpg	
19c-storr-biography	Poliphilo, CC0, via Wikimedia Commons		Churchyard Yews, Brenchley				https://upload.wikimedia.org/wikipedia/commons/2/20/Churchyard_yews%2C_Brenchley.JPG	
19c-storr-biography	Nigel Chadwick, CC BY-SA 2.0, via Wikimedia Commons		All Saint's Church, Brenchley				https://upload.wikimedia.org/wikipedia/commons/2/2e/All_Saint%27s_Church%2C_Brenchley_-_geograph.org.uk_-_1274895.jpg	
19c-victoria-west-cliff	by David Anstiss, CC BY-SA 2.0, via Wikimedia Commons		Footpath in Warre Recreational Ground				https://upload.wikimedia.org/wikipedia/commons/f/fc/Footpath_in_Warre_Recreational_Ground_-_geograph.org.uk_-_2359489.jpg	
19c-victoria-west-cliff	Henry Moses, Public domain, via Wikimedia Commons		The Marine sketch book by H. Moses, 1826				https://upload.wikimedia.org/wikipedia/commons/0/0d/The_Marine_sketch_book_by_H._Moses_1826._RMG_PU7929.jpg	
19c-stanhope-biography	Unknown author, via Wikimedia Commons		Chevening in 1830, with at least one turkey!	CC BY-SA 2.0			https://upload.wikimedia.org/wikipedia/commons/b/b7/Chevening_2.jpg	
19c-stanhope-biography	Wellcome Images via Wikimedia Commons		Lady Hester Stanhope on horseback	CC BY 4.0			https://upload.wikimedia.org/wikipedia/commons/5/54/Lady_Hester_Stanhope_on_horseback_Wellcome_L0041138.jpg	
19c-stanhope-biography	Bodleian Library, Public domain, via Wikimedia Commons		The Centinel at his post or Boney's peep into Walmer Castle				https://upload.wikimedia.org/wikipedia/commons/f/f7/Bodleian_Libraries%2C_The_centinel_at_his_post_or-_Boneys_peep_into_Walmer_Castle.jpg	
19c-stanhope-biography	Karen Roe from Bury St Edmunds, Suffolk, UK, via Wikimedia Commons		Walmer Castle and Gardens	CC BY 2.0			https://upload.wikimedia.org/wikipedia/commons/b/bb/Walmer_Castle_%26_Gardens_%28EH%29_20-04-2012_%287188985016%29.jpg	
19c-stanhope-biography	John Hoppner, Public domain, via Wikimedia Commons		William Pitt The Younger				https://upload.wikimedia.org/wikipedia/commons/2/25/OlderPittThe_Younger_crop.jpg	
19c-henty-biography	© Augustine House Library, Canterbury Christ Church University		Novels by G.A. Henty				https://stor.artstor.org/stor/82c3499a-ede2-4442-a0bb-ec3ccd531e99	
19c-henty-biography	Elliott & Fry, Public domain, via Wikimedia Commons		George A. Henty				https://upload.wikimedia.org/wikipedia/commons/3/34/Portrait_of_G._A._Henty.jpg	
19c-henty-biography	Edward Crowther		Mulberry Court, Stour Street				https://stor.artstor.org/stor/e5314be8-ce81-4a98-8367-61e82e3944ad	
19c-henty-biography	Edward Crowther		Mulberry Court from the Stour				https://stor.artstor.org/stor/aa53f9c0-4744-413f-af77-9f8212fe68ed	
19c-crowe-biography	The British Library, No restrictions, via Wikimedia Commons		The Night side of Nature				https://upload.wikimedia.org/wikipedia/commons/0/05/7_of_%27%28The_Night_Side_of_Nature-_or%2C_Ghosts_and_ghost_seers.%29%27_%2811152605346%29.jpg	
19c-crowe-biography	Atkinson, John Augustus (artist); Miller, William (engraver); Walker, James (publisher), Public domain, via Wikimedia Commons		Smugglers				https://upload.wikimedia.org/wikipedia/commons/9/93/Smugglers_by_John_Atkinson.jpg	
19c-crowe-biography	Thomas Phillips, Public domain, via Wikimedia Commons		Lord Byron, 1813				https://upload.wikimedia.org/wikipedia/commons/3/3c/Byron_1813_by_Phillips.jpg	
19c-crowe-biography	Tucker, Elhanan, Public domain, via Wikimedia Commons		The description of Romney Marsh				https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/The_description_of_Romney_Marsh_RMG_K1030-001.jpg/800px-The_description_of_Romney_Marsh_RMG_K1030-001.jpg	
19c-crowe-biography	by Roger Smith, CC BY-SA 2.0, via Wikimedia Commons		Ivy Hatch				https://upload.wikimedia.org/wikipedia/commons/3/3d/Ivy_Hatch_-_geograph.org.uk_-_2207279.jpg	
19c-crowe-biography	Simon Harriyott from Uckfield, England, CC BY 2.0, via Wikimedia Commons		Welcome to Hawkhurst				https://upload.wikimedia.org/wikipedia/commons/6/63/Welcome_to_Hawkhurst_%283622741404%29.jpg	
19c-burdett-coutts-biography		A portrait of Burdett-Coutts, circa 1840	Angela Burdett-Coutts	Public domain			https://upload.wikimedia.org/wikipedia/commons/3/33/Angela_Georgina_Burdett-Coutts%2C_Baroness_Burdett-Coutts_from_NPG.jpg	
19c-burdett-coutts-biography		A portrait of Dickens, between 1867 and 1868	Charles Dickens	Public domain			https://upload.wikimedia.org/wikipedia/commons/a/aa/Dickens_Gurney_head.jpg	
19c-burdett-coutts-biography	Poliphilo, CC0, via Wikimedia Commons		St Mary's, Ashford				https://upload.wikimedia.org/wikipedia/commons/c/cd/St_Mary%2C_Ashford%2C_June_2021.jpg	
19c-burdett-coutts-biography		The personal emblem of Burdett-Coutts	Escutcheon of Angela Burdett-Coutts	Public domain			https://upload.wikimedia.org/wikipedia/commons/5/54/Angela_Burdett-Coutts.gif	
19c-victoria-biography	Wellcome Collection Attribution 4.0 International (CC BY 4.0), via Wikimedia Commons		Queen Victoria as a young woman, by F.W. Wilkin				https://upload.wikimedia.org/wikipedia/commons/4/45/Queen_Victoria_as_a_young_woman%2C_by_F.W._Wilkin_Wellcome_L0012031.jpg	
19c-victoria-biography	Dr Alyson Hunt		Pierremont House, Ramsgate				https://stor.artstor.org/stor/2204efeb-42d0-40d9-b76e-ce129b2afd50	
19c-victoria-biography	Lieven Smits, CC BY-SA 3.0, via Wikimedia Commons		Walmer Castle, Aerial View				https://upload.wikimedia.org/wikipedia/commons/3/3a/Walmer_Castle_aerial_view.jpg	
19c-victoria-biography	William Powell Frith, Public domain, via Wikimedia Commons		Ramsgate Sands					
19c-chatham-dockyard	Joseph Farington, Public domain, via Wikimedia Commons		Joseph Farington (1747-1821) - Chatham Dockyard - BHC1782 - Royal Museums Greenwich				https://upload.wikimedia.org/wikipedia/commons/1/14/Joseph_Farington_%281747-1821%29_-_Chatham_Dockyard_-_BHC1782_-_Royal_Museums_Greenwich.jpg	
19c-chatham-dockyard			The Dockyard, Chatham				https://stor.artstor.org/stor/f04e222b-2912-487e-8194-b1a6e24c51c1	
19c-chatham-dockyard	Nilfanion, CC BY-SA 4.0, via Wikimedia Commons		Chatham Dockyard Ropery				https://upload.wikimedia.org/wikipedia/commons/7/73/Chatham_Dockyard_ropery_6.jpg	
19c-chatham-dockyard			The Dockyard, Chatham				https://stor.artstor.org/stor/4e856731-aff2-4d72-91b6-01e6e1ab812f	
19c-chatham-dockyard	The Big Shed - Chatham by Colin Babb, CC BY-SA 2.0, via Wikimedia Commons		The Big Shed and HMS Gannet				https://upload.wikimedia.org/wikipedia/commons/5/50/The_Big_Shed_-_Chatham_-_geograph.org.uk_-_1962059.jpg	
19c-chatham-dockyard	Photochrom Print Collection, Public domain, via Wikimedia Commons		The Medway at Chatham				https://upload.wikimedia.org/wikipedia/commons/8/8d/The_Medway%2C_Chatham%2C_England-LCCN2002711859.jpg	
19c-marchantb-biography	By kind permission of Fiona Castle		Debden Court Farm, Petham				https://stor.artstor.org/stor/819746fc-e928-49b6-821d-737eff8dd233	
19c-marchantb-biography	Martin Crowther		Bodsham, Kent				https://stor.artstor.org/stor/cdf378d5-b3b4-4dc5-ade6-7081899da0b4	
19c-marchantb-biography	Martin Crowther		The Timber Batts, at Bodsham				https://stor.artstor.org/stor/583b0092-6214-4137-985b-ac9062374c5a	
19c-marchantb-biography	By kind permission of Fiona Castle		Debden Court Farm				https://stor.artstor.org/stor/b257f31e-8685-4abc-8585-4393b1c4fd9f	
19c-folkestone-free-library	DaKey2insight, CC BY-SA 4.0, via Wikimedia Commons		Canterbury Library				https://upload.wikimedia.org/wikipedia/commons/4/4d/Canterbury_Library_main_entrance.jpg	
19c-folkestone-free-library	© Copyright Wayland Smith and licensed for reuse under this Creative Commons Licence.		Folkestone Library				https://s2.geograph.org.uk/geophotos/06/44/15/6441598_45f93e8d_1024x1024.jpg	
19c-folkestone-free-library	Kent Archive and Local History Service		Library Indicator				images/library indicator1.jpg	
19c-folkestone-free-library	Kent Archive and Local History Service		Kipps in Folkestone Library				images/kippsinfolkestonelibrary.jpg	
19c-folkestone-free-library	Author unknown, Public domain, via Wikimedia Commons		Marie Stopes in her laboratory, 1904				https://upload.wikimedia.org/wikipedia/commons/2/2d/Marie_Stopes_in_her_laboratory%2C_1904.jpg	
19c-seaside	©The British Library Board c11802-06/Maps K.Top.17.4.e Images Online		Margate from the Parade				/19c/images/Margatefromtheparade.jpg	
19c-seaside	Wellcome Collection Attribution 4.0 International (CC BY 4.0), via Wikimedia Commons		Queen Victoria as a young woman, by F.W. Wilkin	CC BY 4.0			https://upload.wikimedia.org/wikipedia/commons/4/45/Queen_Victoria_as_a_young_woman%2C_by_F.W._Wilkin_Wellcome_L0012031.jpg	
19c-seaside	Wellcome L0017752		Venus's bathing, a woman swimming in the sea at Margate	CC BY 4.0			https://upload.wikimedia.org/wikipedia/commons/4/4e/Venus%27s_bathing%2C_a_woman_swimming_in_the_sea_at_Margate._Wellcome_L0017752.jpg	
19c-seaside	Leonard A. Lauder collection of Raphael Tuck & Sons postcards. Unknown author, Public domain, via Wikimedia Commons		Westcliff on Sea c.1900/1909				https://upload.wikimedia.org/wikipedia/commons/6/6a/Westcliff-on-Sea._%28NBY_439605%29.jpg	
19c-seaside	Photochrom Print Collection, Public domain, via Wikimedia Commons		From the gardens, Broadstairs				https://upload.wikimedia.org/wikipedia/commons/0/05/From_the_gardens%2C_Broadstairs%2C_England-LCCN2002696431.jpg	
19c-turkish-baths	By kind permission of M.R. Shifrin		Dr Richard Barter				https://stor.artstor.org/stor/bb4edc13-7c73-4c21-a5fe-ed7f69fb9b8d	
19c-turkish-baths	The Wellcome Collection, no known copyright		The Pillars of Hercules, or, A narrative of travels in Spain and Morocco in 1848 / By David Urquhart				https://iiif.wellcomecollection.org/image/b29351066_0002_0007.jp2/full/full/0/default.jpg	
19c-turkish-baths	Unknown author, Public domain, via Wikimedia Commons		David Urquhart				https://upload.wikimedia.org/wikipedia/commons/5/55/David_Urquhart_%281805-1877%29.jpg	
19c-turkish-baths	Credit: Wellcome Collection. Public Domain Mark		Punch, or, the London Charivari	CC BY 4.0			https://iiif.wellcomecollection.org/image/L0005395/full/full/0/default.jpg	
19c-turkish-baths	M.R. Shifrin		Biggin Hall, site of the former Turkish baths, Dover				https://stor.artstor.org/stor/470cd2c9-931b-4036-9a67-66079d3f8925	
19c-turkish-baths	Public domain, via Wikimedia Commons		Edward Linley Sambourne				https://upload.wikimedia.org/wikipedia/commons/6/64/Edward_Linley_Sambourne%2C_self_portrait_1891.png	
19c-turkish-baths			An early portrait of Bifrons Park, by Jan Wyck between 1695 and 1705				https://upload.wikimedia.org/wikipedia/commons/8/86/Jan_Wyck_-_Bifrons_Park%2C_Kent_-_Google_Art_Project.jpg	
19c-turkish-baths			Advertisement in The Globe for the Granville Hotel				https://stor.artstor.org/stor/3c62d8de-ea92-4d3e-abcc-efc9d1b39728	
19c-turkish-baths	By kind permission of M.R.Shifrin		Victorian Turkish baths				https://stor.artstor.org/stor/73026e16-50c4-4401-94c3-8980a2eb39b1	
19c-gardiner-adams-biography	Francis Wheatley, 1776, Yale Center for British Art, Public domain, via Wikimedia Commons		The Medway at Rochester				https://upload.wikimedia.org/wikipedia/commons/f/fb/Francis_Wheatley_-_The_Medway_at_Rochester_-_Google_Art_Project.jpg	
19c-gardiner-adams-biography	Kent Maps Online Postcard Collection		Canterbury High Street				https://stor.artstor.org/stor/be26a7b9-01e8-423d-9934-50efe93590d3	
19c-gardiner-adams-biography	Google Books via Wikimedia Commons		Frontispiece to Kentish Coronal (1841) edited by Henry Gardiner Adams				https://upload.wikimedia.org/wikipedia/commons/e/e7/Kentish_Coronal_Dadd.jpg	
19c-gardiner-adams-biography	Internet Archive Book Images, No restrictions, via Wikimedia Commons		Charles Dickens reading a story				https://upload.wikimedia.org/wikipedia/commons/0/01/The_English_Bodley_family_%281900%29_%2814781259085%29.jpg	
19c-gardiner-adams-biography	Charles A. Barry, Public domain, via Wikimedia Commons		Charles Dickens, public reading, 1867				https://upload.wikimedia.org/wikipedia/commons/2/24/Charles_Dickens%2C_public_reading%2C_1867.jpg	
19c-gardiner-adams-biography	Robert William Buss, Public domain, via Wikimedia Commons		Dickens' dream				https://upload.wikimedia.org/wikipedia/commons/4/44/Dickens_dream.jpg	
19c-gardiner-adams-biography	Robert Langton, Internet Archive Book Images, No restrictions, via Wikimedia Commons		Charles Dickens and Rochester (1880)				https://upload.wikimedia.org/wikipedia/commons/b/b5/Charles_Dickens_and_Rochester_%281880%29_%2814768272425%29.jpg	
19c-keats-margate	Public domain, via Wikimedia Commons		Joseph Severn				https://upload.wikimedia.org/wikipedia/commons/c/cd/John_Keats%2C_portrait_by_Joseph_Severn.jpg	
19c-keats-margate	under_volcano from Canada, via Wikimedia Commons		John Keats at Guy's Hospital by Stuart Williamson (2007)	CC BY-SA 2.0			https://upload.wikimedia.org/wikipedia/commons/0/07/John_Keats_at_Guy%27s_Hospital%2C_London_%2812375849294%29.jpg	
19c-keats-margate			Bettison's Library, Hawley Square, Margate, 1820				images/bettisonslibrary.jpg	
19c-keats-margate	Public domain, via Wikimedia Commons		Margate, 1808, J. M. W. Turner				https://upload.wikimedia.org/wikipedia/commons/c/cb/Joseph_Mallord_William_Turner_%281775-1851%29_-_Margate_-_T03876_-_Tate.jpg	
19c-keats-margate	Public domain, via Wikimedia Commons		Margate, J. M. W. Turner c.1822				https://upload.wikimedia.org/wikipedia/commons/7/7d/Joseph_Mallord_William_Turner_-_Margate_-_Google_Art_Project.jpg	
19c-burnand-biography	Elliott & Fry, Public domain, via Wikimedia Commons		Portrait of F. C. Burnand.jpg				https://upload.wikimedia.org/wikipedia/commons/e/e8/Portrait_of_F._C._Burnand.jpg	
19c-burnand-biography	Sir Francis Cowley Burnand, 1836-1917, The British Library, No restrictions, via Wikimedia Commons		The ZZG or Zig Zag guide round and about the bold and beautiful Kentish Coast				https://upload.wikimedia.org/wikipedia/commons/8/84/Image_taken_from_page_81_of_%27The_Z.Z.G.%2C_or_Zig_Zag_Guide_round_and_about_the_bold_and_beautiful_Kentish_coast_..._Illustrated_by_Phil_May%27_%2811296786325%29.jpg	
19c-burnand-biography	Kent Maps Online Postcard Collection		Ramsgate Pavilion				https://stor.artstor.org/stor/33ea5295-f1f5-4d3f-9724-352f18abcddf	
19c-burnand-biography	Martin Crowther		Burnand's grave				https://stor.artstor.org/stor/39bd98f7-5bb3-4079-ad90-4c63abc93774	
19c-cowden-clarke-biography	G.B. Sciutto & Co., Public domain, via Wikimedia Commons, © National Portrait Gallery, London		Mary Victoria Cowden Clarke				https://upload.wikimedia.org/wikipedia/commons/e/e4/Mary_Victoria_Cowden_Clarke_%28nee_Novello%29%2C_ca._1870s.jpg	
19c-cowden-clarke-biography	Published by John Fairburn, National Maritime Museum, Greenwich, Public domain, via Wikimedia Commons		A Scene on board a Margate Hoy as described by Dibden, 1804				https://upload.wikimedia.org/wikipedia/commons/4/46/Scene_aboard_a_Margate_hoy.jpg	
19c-cowden-clarke-biography	Drawn by G.Shepherd		Snargate St Dover c.1830				/dickens/images/Snargate St Dover 1830.jpg	
19c-cowden-clarke-biography	John F. Francis, Public domain, via Wikimedia Commons		Blackberries				https://upload.wikimedia.org/wikipedia/commons/4/43/%27Blackberries%27_by_John_F._Francis.jpg	
19c-cowden-clarke-biography	Kent Maps Online Collection		Ramsgate, East Cliff Promenade				https://stor.artstor.org/stor/47ed345c-3d26-4e7f-a46e-3bdc267e68f4	
19c-cowden-clarke-biography	Philip Francis Stephanoff, Public domain, via Wikimedia Commons		Falstaff and Mistress Quickly c. 1840				https://upload.wikimedia.org/wikipedia/commons/b/b0/Falstaff_and_Mistress_Quickly_Francis_Philip_Stephanoff.jpeg	
19c-darwin-biography	Julia Margaret Cameron, Public domain, via Wikimedia Commons		Charles Darwin, September 1868				https://upload.wikimedia.org/wikipedia/commons/a/ae/Charles_Darwin_by_Julia_Margaret_Cameron_3.jpg	
19c-darwin-biography	Ernst Haeckel, Public domain, via Wikimedia Commons		Tree of Life				https://upload.wikimedia.org/wikipedia/commons/d/de/Tree_of_life_by_Haeckel.jpg	
19c-darwin-biography	Anthonyeatworld at the English Wikipedia, via Wikimedia Commons		Down House	CC BY-SA 3.0			https://upload.wikimedia.org/wikipedia/commons/6/6d/Down_House.jpg	
19c-darwin-biography	Internet Archive Book Images, No restrictions, via Wikimedia Commons		The Expressions of the Emotions in Man and Animals				https://upload.wikimedia.org/wikipedia/commons/c/c7/The_expression_of_the_emotions_in_man_and_animals_%281872%29_%2814762147996%29.jpg	
19c-darwin-biography	Ernst Haeckel, Public domain, via Wikimedia Commons		Pitcher plant (Nepenthaceae: insectivorous)				https://upload.wikimedia.org/wikipedia/commons/7/74/Haeckel_Nepenthaceae.jpg	
19c-darwin-biography	Julius Jääskeläinen, via Wikimedia Commons		Charles Darwin, English Naturalist	CC BY 2.0			https://upload.wikimedia.org/wikipedia/commons/9/9d/Charles_Darwin%2C_English_naturlist%2C_colored.jpg	
19c-folkestone			Mail carrier holding postcards and his bag has images of the town of Folkestone				https://upload.wikimedia.org/wikipedia/commons/3/3e/Mail_carrier_holding_postcards_and_his_bag_has_images_of_the_town_of_Folkestone_%28NBY_7%29.jpg	
19c-folkestone	Private collection		The Lees sic on a windy day. Folkestone October 1888.				images/leasonawindyday.jpg	
19c-folkestone	Photochrom Print Collection, Public domain, via Wikimedia Commons		West Cliff, Folkestone				https://upload.wikimedia.org/wikipedia/commons/3/30/West_Cliff%2C_Folkestone%2C_England-LCCN2002696751.tif	
19c-folkestone	Samuel William Reynolds, Public domain, via Wikimedia Commons		Portrait of Rt Hon. Earl of Radnor				https://upload.wikimedia.org/wikipedia/commons/c/c1/Portrait_of_Rt._Honble._Earl_of_Radnor_%284671277%29.jpg	
19c-folkestone	Photochrom Print Collection, Public domain, via Wikimedia Commons		The Leas Promenade and Bandstand, c.1890-1900				https://upload.wikimedia.org/wikipedia/commons/1/13/Lee%27s_Promenade_and_Bandstand%2C_Folkestone%2C_England-LCCN2002696748.jpg	
19c-folkestone	Photochrom Print Collection, Public domain, via Wikimedia Commons		The Beach and Pier, Folkestone c.1890-1900				https://upload.wikimedia.org/wikipedia/commons/5/59/The_beach_and_pier%2C_Folkestone%2C_England-LCCN2002696745.jpg	
19c-margate			Margate, Kent: a woman diving off a bathing wagon in to the sea. Coloured etching, ca. 1800.				https://iiif.wellcomecollection.org/image/L0017751/full/full/0/default.jpg	
19c-margate	Published by John Fairburn, Public domain, via Wikimedia Commons		Scene aboard a Margate Hoy, 1804				https://upload.wikimedia.org/wikipedia/commons/4/46/Scene_aboard_a_Margate_hoy.jpg	
19c-margate	©The British Library Board c11802-06 / Maps K.Top.17.4.e.		Margate from the Parade				/dickens/images/Margatefromtheparade.JPG	
19c-margate	©Tate released under Creative Commons CC-BY-NC-ND (3.0 Unported		Joseph Mallord William Turner, ‘A Distant View of Margate After Sunset’, c.1840, Tate (N05239), digital image				/dickens/images/distantMargate.jpg	
19c-margate	©The British Library Board		A view at Margate				/dickens/images/AViewatMargatemaps_k_top_17_4_d.jpg	
19c-margate	Detroit Publishing Co., under license from Photoglob Zürich, Public domain, via Wikimedia Commons		Margate, 1897				https://upload.wikimedia.org/wikipedia/commons/b/ba/The_jetty%2C_Margate%2C_Kent%2C_England%2C_ca._1897.jpg	
19c-margate	Photochrom Print Collection, Public domain, via Wikimedia Commons		The Harbour, Margate c1890-1900				https://upload.wikimedia.org/wikipedia/commons/1/16/The_harbor%2C_I.%2C_Margate%2C_England-LCCN2002697065.jpg	
19c-margate	© Estate of of R. John Holmgren		Love in a Mist				/20c/images/lovemist.jpg	
19c-wain-biography	Louis Wain, Public domain, via Wikimedia Commons		Cat with a cigar				https://upload.wikimedia.org/wikipedia/commons/6/66/Catwithacigar.jpg	
19c-wain-biography	Public domain, via Wikimedia Commons		Various Illustrated London News staff, 1892				https://upload.wikimedia.org/wikipedia/commons/c/c7/Our_artists_-_past_and_present_-_ILN_1892-0514-0016.jpg	
19c-wain-biography	See page for author, via Wikimedia Commons		A group of cats engaged in a cycle race in Hyde Park, London Wellcome V0023074				https://upload.wikimedia.org/wikipedia/commons/2/2b/A_group_of_cats_engaged_in_a_cycle-race_in_Hyde_Park%2C_London_Wellcome_V0023074.jpg	
19c-wain-biography	Louis Wain, Public domain, via Wikimedia Commons		Carol Singing				https://upload.wikimedia.org/wikipedia/commons/e/e2/Carol_Singing_by_Louis_William_Wain%2C_watercolor.jpg	
19c-wain-biography	Louis Wain, Public domain, via Wikimedia Commons		Cat car crash, 1905				https://upload.wikimedia.org/wikipedia/commons/c/c7/1905-04-04_front_Cat_car_crash.jpg	
19c-wain-biography	Oast House Archive, via Wikimedia Commons		Westgate Bay	CC BY-SA 2.0			https://upload.wikimedia.org/wikipedia/commons/e/e2/Westgate_Bay_-_geograph.org.uk_-_1931362.jpg	
19c-wain-biography	Louis Wain, Public domain, via Wikimedia Commons		Kaleidoscope Cat, 1910s				https://upload.wikimedia.org/wikipedia/commons/e/ec/L._Wain%27s_kaleidoscope_cat_II.jpg	
19c-wain-biography	Louis Wain, Public domain, via Wikimedia Commons		Cat poker				https://upload.wikimedia.org/wikipedia/commons/9/9a/Wein_catpoker.jpg	
19c-wain-biography	See page for author, via Wikimedia Commons		A cat in gothic style. Gouache by Louis Wain, 1925-1939. Wellcome L0026931	CC BY 4.0			https://upload.wikimedia.org/wikipedia/commons/d/d6/A_cat_in_%22gothic%22_style._Gouache_by_Louis_Wain%2C_1925-1939._Wellcome_L0026931.jpg	
19c-wain-biography	SLaMNHSFT, via Wikimedia Commons		Bethlem Royal Hospital	CC BY-SA 3.0			https://upload.wikimedia.org/wikipedia/commons/0/0d/Bethlem_Royal_Hospital_Main_building_view_1.jpg	
19c-wain-biography	See page for author, via Wikimedia Commons		Three cats singing. Gouache by Louis Wain 1925-1939. Wellcome L0026168	CC BY 4.0			https://upload.wikimedia.org/wikipedia/commons/f/fb/Three_cats_singing._Gouache_by_Louis_Wain%2C_1925-1939._Wellcome_L0026168.jpg	
19c-blackmore-biography	© National Portrait Gallery, London		Richard Doddridge Blackmore by Frederick John Jenkins, published by Sampson Low, Marston & Co Ltd heliogravure, after 1885 NPG x7343				images/Richard-Doddridge-Blackmore.jpg	
19c-blackmore-biography	J. M. W. Turner, Public domain, via Wikimedia Commons		Somer Hill, Tonbridge, Joseph Mallord William Turner				https://upload.wikimedia.org/wikipedia/commons/d/db/Joseph_Mallord_William_Turner_%281775-1851%29_-_Somer_Hill%2C_Tonbridge_-_NG_1614_-_National_Galleries_of_Scotland.jpg	
19c-blackmore-biography	Michelle Crowther		Kentish cherries				images/cherries.jpg	
19c-blackmore-biography	Chris Gunns / Farmland, Wrotham Waters		Wrotham Water	CC BY-SA 2.0			https://upload.wikimedia.org/wikipedia/commons/f/f4/Farmland%2C_Wrotham_Water_-_geograph.org.uk_-_839286.jpg	
19c-franklin-biography						Sir John Franklin	images/franklin.jpg	
19c-franklin-biography						Illustration of the ships Erebus and Terror leaving Greenhithe. Published in the Illustrated London News, 24th May 1845, p. 328.	images/erebus.jpg	
19c-franklin-biography	Marathon, via Wikimedia Commons		The riverside at Greenhithe	CC BY-SA 2.0			https://upload.wikimedia.org/wikipedia/commons/9/92/The_riverside_at_Greenhithe_-_geograph.org.uk_-_2532450.jpg	
19c-franklin-biography	National Maritime Museum, Greenwich, London, Unknown author, Public domain, via Wikimedia Commons		Terror	CC BY-NC-SA 3.0			https://upload.wikimedia.org/wikipedia/commons/c/cc/Terror_%281813%29%3B_Erebus_%281826%29_RMG_J1412.png	
19c-franklin-biography						Franklin Pub	images/Franklinpub.jpg	
gravesend-overview	Photo by Astrid Stilma. By permission of Patrick Marrin		From Mansfield's A History of Gravesend in the County of Kent, 1922				https://stor.artstor.org/stor/44f84728-2548-48bc-9a14-67c47b94b6ef	
gravesend-overview	OS, Public domain, via Wikimedia Commons		Gravesend, 1946				https://upload.wikimedia.org/wikipedia/commons/e/eb/Gravesendmap_1946.jpg	
gravesend-overview	Julia MG		View from Windmill Hill, Gravesend	CC BY-SA 2.0			https://upload.wikimedia.org/wikipedia/commons/0/0e/View_from_Windmill_Hill%2C_Gravesend_-_geograph.org.uk_-_1319868.jpg	
gravesend-overview	Agw19666, via Wikimedia Commons		Milton Chantry	CC BY-SA 3.0			https://upload.wikimedia.org/wikipedia/commons/6/6c/Milton_Chantry.jpg	
20c-wynne-biography	Estate of of R. John Holmgren		Love in a Mist				images/lovemist.jpg	
20c-wynne-biography	Snapshots Of  The Past, CC BY-SA 2.0, via Wikimedia Commons		Margate Habour				https://upload.wikimedia.org/wikipedia/commons/0/0f/The_harbor_II._Margate_England.jpg	
20c-wynne-biography	Nathaniel Lloyd (1867-1933), Public domain, via Wikimedia Commons		The Street, Sissinghurst, Cranbrook, Kent				https://upload.wikimedia.org/wikipedia/commons/8/8b/The_Street%2C_Sissinghurst%2C_Cranbrook%2C_Kent.jpg	
20c-churchill-chartwell	W.wolny, Public domain, via Wikimedia Commons		Winston Churchill waving to crowds				https://upload.wikimedia.org/wikipedia/commons/1/18/Churchill_waves_to_crowds.jpg	
20c-churchill-chartwell	Gaius Cornelius via Wikimedia Commons		Rear of Chartwell	CC BY-SA 3.0			https://upload.wikimedia.org/wikipedia/commons/0/03/Chartwell_House%2C_rear.JPG	
20c-churchill-chartwell	PAUL FARMER		Entrance to Churchill's studio at Chartwell				https://upload.wikimedia.org/wikipedia/commons/e/ef/Entrance_to_Churchill%27s_Garden_Studio_at_Chartwell_-_geograph.org.uk_-_1421616.jpg	
